"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"6282",2913,"Campbell University","NC",2,124,1175,55700,44000,12000,28300,67800,120400,11500,1929,33064,0.022,2009
"6283",5320,"Cape Fear Community College","NC",1,288,1134,30400,26800,4400,13400,43000,59800,4500,1602,12220,0.033,2009
"6284",8081,"Carteret Community College","NC",1,101,382,28200,24400,5500,13300,39300,55300,3500,258,9433,0.07,2009
"6285",2914,"Catawba College","NC",2,48,501,47300,40900,12600,27000,55200,82600,12687.5,672,32621,0.051,2009
"6286",5318,"Catawba Valley Community College","NC",1,90,445,32700,31200,5900,16800,43900,58300,3500,487,8293,0.058,2009
"6287",10264,"South College-Asheville","NC",3,59,191,25200,23200,3900,9600,35200,47600,6334,477,23959,0.117,2009
"6288",2916,"Chowan University","NC",2,43,386,36600,35300,9300,22000,48300,63100,8995,886,26434,0.085,2009
"6289",6799,"Craven Community College","NC",1,163,497,30900,27200,5400,13100,43600,60100,3500,321,8974,0.037,2009
"6290",2919,"Davidson County Community College","NC",1,133,469,28000,25200,4200,12800,39000,55300,3500,344,12750,0.238,2009
"6291",2918,"Davidson College","NC",2,14,196,70900,53900,8600,33600,87800,140700,11383,251,45725,0,2009
"6292",2920,"Duke University","NC",2,77,978,97100,73600,26400,49300,119600,187800,7290,1943,50974,0.005,2009
"6293",2923,"East Carolina University","NC",1,398,4099,45400,41300,12700,27900,58100,78800,11000,8099,15322,0.022,2009
"6294",8855,"Edgecombe Community College","NC",1,175,618,26000,22700,5000,12200,36000,49500,3750,579,8705,0.166,2009
"6295",2926,"Elizabeth City State University","NC",1,83,635,35300,33600,7900,20600,44700,61300,8474.5,1480,9822,0.126,2009
"6296",2927,"Elon University","NC",2,66,812,53100,47900,15800,32000,67100,91900,15798.5,1236,35346,0.014,2009
"6297",7640,"Fayetteville Technical Community College","NC",1,315,1425,34000,29900,6700,16000,46000,64200,5386,3585,12957,0.145,2009
"6298",2928,"Fayetteville State University","NC",1,157,1015,36900,33800,9000,21400,47300,66300,11100,3081,12560,0.149,2009
"6299",2929,"Gardner-Webb University","NC",2,118,980,41700,38600,11100,25500,53300,71100,13034,1693,28510,0.057,2009
"6300",2973,"Gaston College","NC",1,183,623,31200,28300,6200,16000,42200,59700,2625,84,12846,0.101,2009
"6301",2930,"Greensboro College","NC",2,50,347,43600,38800,11100,25100,53900,70600,11500,774,32199,0.059,2009
"6302",2931,"Guilford College","NC",2,37,328,43700,39800,7200,23900,55200,72900,10335,1476,35820,0.042,2009
"6303",4838,"Guilford Technical Community College","NC",1,216,964,30600,27500,5200,13800,41800,57100,5000,2804,14391,0.131,2009
"6304",7986,"Halifax Community College","NC",1,137,488,26100,24300,4300,12800,34400,49000,3290,341,8195,0.027,2009
"6305",2933,"High Point University","NC",2,90,945,45000,40200,13300,27900,57100,78600,14250,1579,33000,0.045,2009
"6306",7687,"James Sprunt Community College","NC",1,63,262,25700,22400,3400,10400,36400,51400,3500,227,5947,0.05,2009
"6307",2936,"Johnson C Smith University","NC",2,104,751,33000,32000,4500,16300,45000,62900,10500,1045,26036,0.127,2009
"6308",9336,"Johnston Community College","NC",1,126,482,28900,25200,5100,13900,39600,56200,3500,399,11120,0.029,2009
"6309",2939,"Lees-McRae College","NC",2,35,291,35500,35100,5500,19200,45700,60900,11000,567,31545,0.026,2009
"6310",2940,"Lenoir Community College","NC",1,147,574,28000,25100,5000,12900,38500,53200,2444,66,8872,0.043,2009
"6311",2941,"Lenoir-Rhyne University","NC",2,50,480,45100,41100,12300,27500,57100,80800,12000,713,33242,0.05,2009
"6312",2942,"Livingstone College","NC",2,116,503,28300,25900,3900,13000,40000,54800,10250,890,21855,0.222,2009
"6313",2943,"Louisburg College","NC",2,54,283,29400,27400,4900,13000,41900,55200,9129,722,22526,0.202,2009
"6314",2944,"Mars Hill University","NC",2,53,516,36100,34900,7600,20800,46100,62100,9500,807,30294,0.07,2009
"6315",7988,"Martin Community College","NC",1,63,231,25800,21700,4500,12000,35900,52600,3313,45,6586,0.231,2009
"6316",2945,"Meredith College","NC",2,97,612,41500,38900,7000,23800,53500,72600,16750,1009,32840,0.017,2009
"6317",2946,"Methodist University","NC",2,129,837,46000,40100,11700,26000,59100,82200,9500,1169,37615,0.088,2009
"6318",26142,"Miller-Motte College-Wilmington","NC",3,221,715,25500,22700,4200,11300,34400,49200,8332,5443,31255,0.18,2009
"6319",20565,"Mitchells Hairstyling Academy-Wilson","NC",3,34,116,27200,24500,5500,12000,37900,51300,3500,179,NA,0.036,2009
"6320",2948,"Montreat College","NC",2,54,454,48900,41100,11300,25700,65600,93500,14369,637,28441,0.07,2009
"6321",2949,"University of Mount Olive","NC",2,69,602,46100,42700,12800,28700,59700,81400,11500,2147,24966,0.032,2009
"6322",2905,"North Carolina A & T State University","NC",1,235,2106,40400,35800,8600,21000,53000,78800,9587,4988,12896,0.071,2009
"6323",2907,"University of North Carolina at Asheville","NC",1,101,686,39300,36700,10000,22000,49400,71500,10984.5,1216,14544,0.032,2009
"6324",2974,"University of North Carolina at Chapel Hill","NC",1,211,2388,62600,51900,16400,34900,79100,119100,11000,3762,16194,0.007,2009
"6325",2975,"University of North Carolina at Charlotte","NC",1,420,3344,47400,42300,11400,27100,61700,83600,10500,7771,14619,0.016,2009
"6326",2976,"University of North Carolina at Greensboro","NC",1,259,2623,42000,39300,12000,25600,53000,70600,10524,6109,13928,0.023,2009
"6327",2950,"North Carolina Central University","NC",1,166,1069,36800,34800,7600,20600,48200,65800,12500,3618,15041,0.101,2009
"6328",3981,"University of North Carolina School of the Arts","NC",1,21,199,38500,31200,8100,17600,50900,70200,13517.5,318,15649,0.016,2009
"6329",2972,"North Carolina State University at Raleigh","NC",1,365,3853,56400,50800,16500,33700,73000,97100,12000,6461,16003,0.017,2009
"6330",2951,"North Carolina Wesleyan College","NC",2,56,528,45500,42500,11900,26900,57700,80500,12330,965,30001,0.14,2009
"6331",2984,"University of North Carolina Wilmington","NC",1,241,2406,47300,41600,14200,28400,59000,83300,11625,4291,14916,0.031,2009
"6332",2953,"William Peace University","NC",2,26,191,37300,37600,8300,23300,48000,61400,11625,435,35188,0.037,2009
"6333",2954,"University of North Carolina at Pembroke","NC",1,131,859,38000,36300,9600,23400,47200,62900,7931,3005,14234,0.038,2009
"6334",2955,"Pfeiffer University","NC",2,42,372,39900,37400,9600,24300,51300,67700,10337.5,732,28284,0.041,2009
"6335",4062,"Pitt Community College","NC",1,194,1005,32400,27900,6000,14400,44000,62100,4270,1721,8766,0.049,2009
"6336",2957,"Queens University of Charlotte","NC",2,40,296,49000,43000,12000,28500,60300,88100,12500,1002,32550,0.03,2009
"6337",8613,"Roanoke-Chowan Community College","NC",1,87,355,24800,21600,4900,11400,35300,48500,2612.5,28,6992,0.103,2009
"6338",2968,"Saint Augustine's University","NC",2,95,536,32200,30400,6500,14400,42600,61300,10225,1048,25306,0.117,2009
"6339",2960,"Salem College","NC",2,40,267,39500,36600,7900,22500,48800,68900,10265,499,35610,0.038,2009
"6340",2961,"Sandhills Community College","NC",1,204,814,27900,24500,6200,13300,38600,54600,3500,174,11503,0.041,2009
"6341",2962,"Shaw University","NC",2,232,1085,33400,31600,5700,14800,44900,63000,10628,1941,23569,0.171,2009
"6342",2967,"St Andrews University","NC",2,42,253,39100,35400,8000,22900,50200,67500,8000,366,33870,0.06,2009
"6343",2964,"Southeastern Community College","NC",1,149,551,28700,24900,7000,15300,38300,53700,3750,535,9302,0.145,2009
"6344",8466,"Southwestern Community College","NC",1,118,424,28400,25100,3800,11200,41500,55500,5500,251,13948,0.132,2009
"6345",2970,"Surry Community College","NC",1,106,544,28900,26700,5600,14200,38800,53300,4500,224,8325,0,2009
"6346",9903,"Vance-Granville Community College","NC",1,261,873,26200,24000,4100,12000,35800,50300,2437,20,8993,0.037,2009
"6347",2978,"Wake Forest University","NC",2,41,609,80700,62200,22500,42600,92300,139500,16625,944,49820,0.004,2009
"6348",4844,"Wake Technical Community College","NC",1,264,1165,35700,31900,7700,17800,47200,67000,3500,2326,14763,0.074,2009
"6349",2979,"Warren Wilson College","NC",2,46,208,32400,30500,5500,13400,45100,60000,10000,404,34000,0.02,2009
"6350",2980,"Wayne Community College","NC",1,163,686,33000,28600,7200,17400,45300,63000,3272,218,5996,0.086,2009
"6351",2982,"Western Piedmont Community College","NC",1,107,371,30500,29100,7700,17000,39800,54300,3500,472,9461,0.13,2009
"6352",2983,"Wilkes Community College","NC",1,133,488,26500,24700,5000,13300,35900,48500,3500,372,6839,0.169,2009
"6353",2985,"Wingate University","NC",2,37,386,44700,39600,12000,26700,53700,74800,10500,768,29350,0.032,2009
"6354",2986,"Winston-Salem State University","NC",1,78,806,37800,34600,8800,21200,49100,70000,11451.5,2940,14098,0.088,2009
"6355",2981,"Western Carolina University","NC",1,166,1396,39100,37700,9800,23700,49900,65800,10500,2932,13977,0.036,2009
"6356",8694,"Rasmussen College-North Dakota","ND",3,77,630,34000,32900,8000,20800,46100,57700,6334,11300,20770,0.061,2009
"6357",2988,"Bismarck State College","ND",1,129,1466,44300,38900,12100,25100,56400,83200,6500,2505,10087,0.03,2009
"6358",2989,"Dickinson State University","ND",1,60,826,40200,36600,11100,22500,52700,72500,10279.5,1130,13562,0.039,2009
"6359",2990,"University of Jamestown","ND",2,32,492,43700,40500,11300,24300,57000,74300,13000,543,23685,0.01,2009
"6360",2991,"Lake Region State College","ND",1,41,364,39600,37300,9200,21100,48900,66900,5500,569,10828,0.086,2009
"6361",2992,"University of Mary","ND",2,52,914,49300,44700,15500,30400,61300,84300,12500,1440,19415,0.019,2009
"6362",2993,"Mayville State University","ND",1,24,271,38000,35500,9500,23900,49200,65500,8939,420,13051,0.057,2009
"6363",2994,"Minot State University","ND",1,123,1160,39100,36300,8800,23000,50800,69200,8500,1611,14713,0.039,2009
"6364",3005,"University of North Dakota","ND",1,211,2896,54100,47000,16700,32300,66600,94300,11750,4719,15850,0.02,2009
"6365",2996,"North Dakota State College of Science","ND",1,118,1527,43100,40500,12000,26200,56000,73400,9250,1670,13363,0.035,2009
"6366",2995,"Dakota College at Bottineau","ND",1,33,384,33800,31300,7200,20200,44000,56600,6914,400,12681,0.057,2009
"6367",2997,"North Dakota State University-Main Campus","ND",1,195,3006,51300,46000,15900,30100,66100,91300,10883.5,4976,15791,0.018,2009
"6368",3007,"Williston State College","ND",1,55,378,41100,33100,9000,18700,53000,85900,6164.5,450,10423,0.029,2009
"6369",12059,"Trinity Bible College","ND",2,32,164,31600,30400,6700,17800,37800,53600,12000,226,21658,0.06,2009
"6370",22429,"United Tribes Technical College","ND",2,76,192,18800,14100,1800,5000,29500,39300,2500,25,9709,NA,2009
"6371",3008,"Valley City State University","ND",1,22,363,40100,37500,14900,25700,51400,67500,9033,478,15255,0.044,2009
"6372",30790,"ETI Technical College","OH",3,57,229,26400,24800,4500,13200,35200,49600,9100,333,15277,0.107,2009
"6373",21521,"Miami-Jacobs Career College-Independence","OH",3,231,809,29600,26800,5400,13500,40500,54400,12053,2180,19100,0.172,2009
"6374",20695,"Akron Institute of Herzing University","OH",3,59,239,29100,26800,5300,15500,36200,57400,9500,1520,23630,0.15,2009
"6375",3123,"University of Akron Main Campus","OH",1,758,4443,39600,35900,7900,20200,53100,71600,8572,11140,19745,0.054,2009
"6376",3123,"University of Akron Wayne College","OH",1,758,4443,39600,35900,7900,20200,53100,71600,8572,11140,15461,0.054,2009
"6377",12891,"Antonelli College-Cincinnati","OH",3,142,647,25000,23100,6100,13000,33200,44500,9500,2001,22059,0.103,2009
"6378",3012,"Ashland University","OH",2,84,1030,44100,41700,14000,27500,55600,73700,10500,2238,36713,0.013,2009
"6379",21879,"Ashtabula County Technical and Career Campus","OH",1,33,107,29300,29700,6500,16900,40100,49200,6333,173,NA,0.084,2009
"6380",3014,"Baldwin Wallace University","OH",2,81,1106,48700,45100,14300,29800,60500,83000,16637.5,1816,33352,0.018,2009
"6381",9941,"Belmont College","OH",1,129,631,30400,26100,5600,14700,41600,60100,5000,1436,13866,0.088,2009
"6382",3016,"Bluffton University","OH",2,37,362,42400,40400,15600,26600,51300,69100,15062.5,676,34260,0.015,2009
"6383",23036,"Fortis College-Ravenna","OH",3,53,216,24500,24300,6600,12900,32800,41000,11365.5,734,19736,0.045,2009
"6384",3018,"Bowling Green State University-Firelands","OH",1,410,4837,44700,41900,13100,27500,56700,76100,11110,8703,13952,0.045,2009
"6385",3018,"Bowling Green State University-Main Campus","OH",1,410,4837,44700,41900,13100,27500,56700,76100,11110,8703,20606,0.045,2009
"6386",2678,"Bryant & Stratton College-Parma","OH",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,18240,0.133,2009
"6387",21921,"Butler Tech-D Russel Lee Career Center","OH",1,37,156,30900,32300,8500,16800,42600,50600,6333,659,NA,0.057,2009
"6388",3023,"Capital University","OH",2,92,982,45900,41900,11800,27800,57800,77300,15750,1551,37356,0.017,2009
"6389",12166,"Carousel Beauty College-Dayton","OH",3,50,154,17400,15200,2600,9100,24000,33800,3111,148,NA,0.054,2009
"6390",3024,"Case Western Reserve University","OH",2,60,743,76700,68100,22800,44600,95300,136700,8937.5,2204,48052,0.001,2009
"6391",3025,"Cedarville University","OH",2,141,808,46000,41100,9200,25500,63400,83900,15000,1208,28917,0.005,2009
"6392",11046,"Central Ohio Technical College","OH",1,135,767,35900,34100,7700,18700,49500,66400,5500,3058,12705,0.055,2009
"6393",3026,"Central State University","OH",1,74,372,29900,25300,5300,13400,41300,58200,9500,1644,14776,0.208,2009
"6394",10880,"Chatfield College","OH",2,27,100,24000,21900,3600,8600,30800,48000,4634,169,13946,0.125,2009
"6395",7473,"Choffin Career  and Technical Center","OH",1,26,113,33200,35800,5800,22300,44400,54300,4000,53,16947,0.05,2009
"6396",3029,"Cincinnati Christian University","OH",2,36,194,34400,31000,6600,17400,47700,65500,10875,489,19122,0.035,2009
"6397",3125,"University of Cincinnati-Main Campus","OH",1,785,6137,45800,40800,10400,24600,59300,81200,7834,13954,24193,0.037,2009
"6398",10345,"Cincinnati State Technical and Community College","OH",1,427,2210,35200,32800,6200,17400,48200,64400,3600,7856,13999,0.114,2009
"6399",3125,"University of Cincinnati-Clermont College","OH",1,785,6137,45800,40800,10400,24600,59300,81200,7834,13954,16892,0.037,2009
"6400",3125,"University of Cincinnati-Blue Ash College","OH",1,785,6137,45800,40800,10400,24600,59300,81200,7834,13954,17208,0.037,2009
"6401",3030,"Ohio Christian University","OH",2,20,100,33700,29800,5200,17900,40500,64300,7283,644,27536,0.067,2009
"6402",4852,"Clark State Community College","OH",1,232,811,31900,29000,4500,14100,45400,62500,4124,2259,8969,0.104,2009
"6403",3982,"Cleveland Institute of Art","OH",2,17,168,36700,31100,8300,17100,46800,70400,20125,273,43830,0.03,2009
"6404",21107,"Cleveland Institute of Dental-Medical Assistants-Cleveland","OH",3,178,612,22900,21800,5000,11800,32200,41600,7500,1251,NA,0.047,2009
"6405",3032,"Cleveland State University","OH",1,393,2474,44200,41000,9300,24500,58200,78700,9142,6345,18555,0.04,2009
"6406",4853,"Bradford School","OH",3,58,239,29000,27700,6300,16900,38400,48200,12000,913,26282,0.067,2009
"6407",3039,"Columbus College of Art and Design","OH",2,85,472,35600,31400,6700,17400,47900,67600,17125,763,34614,0.052,2009
"6408",11005,"Kaplan College-Columbus Campus","OH",3,56,279,30500,25600,5100,13500,38000,54000,7500,1208,32910,0.209,2009
"6409",30658,"Ohio Institute of Health Careers","OH",3,24,106,26000,26700,2800,14500,35000,43900,9500,395,NA,0.112,2009
"6410",6867,"Columbus State Community College","OH",1,835,4236,35800,33100,6700,17400,48300,66100,3500,17347,9887,0.064,2009
"6411",3040,"Cuyahoga Community College District","OH",1,1204,4335,32400,29100,6200,14700,44500,61500,3339.5,7038,9526,0.089,2009
"6412",4855,"Davis College","OH",3,85,308,28800,23200,4200,11200,37500,53200,8166,613,22752,0.073,2009
"6413",3127,"University of Dayton","OH",2,110,1836,61300,54000,20100,37600,76800,99400,17125,2673,37610,0.018,2009
"6414",3041,"Defiance College","OH",2,29,346,43200,40400,10700,28100,54100,71300,10750,628,31224,0.036,2009
"6415",3042,"Denison University","OH",2,34,489,54100,48300,15900,33400,69400,89200,14625,576,45980,0.012,2009
"6416",10727,"DeVry University-Ohio","OH",3,1906,14444,49300,46000,10800,26700,66800,87900,9500,70254,28222,0.102,2009
"6417",3043,"Chancellor University","OH",3,50,339,39800,36400,8800,20900,54100,74400,10813,407,20009,0.098,2009
"6418",12750,"Edison State Community College","OH",1,126,535,32600,29900,5200,14500,43600,63100,5500,978,9933,0.075,2009
"6419",30153,"EHOVE Career Center","OH",1,34,204,33600,32200,8800,19500,44900,57000,6650,364,NA,0.047,2009
"6420",2678,"Bryant & Stratton College-Cleveland","OH",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,19515,0.133,2009
"6421",3045,"The University of Findlay","OH",2,94,1020,47000,42200,13600,27500,61600,85300,11750,1617,34916,0.024,2009
"6422",3046,"Franklin University","OH",2,107,807,55700,48800,12800,31800,70300,97800,8986,5189,23521,0.032,2009
"6423",6494,"Good Samaritan College of Nursing and Health Science","OH",2,8,128,48400,48200,22200,30700,62600,81300,15312.5,226,26861,0.009,2009
"6424",21173,"Great Oaks Career Campuses","OH",1,55,276,40800,42400,7700,22600,55600,69600,9500,590,NA,0.043,2009
"6425",3048,"Heidelberg University","OH",2,25,490,46800,42300,14000,29200,56500,81000,11923,856,30310,0.031,2009
"6426",3049,"Hiram College","OH",2,39,402,46200,42800,12900,28600,57900,81300,18125,609,36407,0.034,2009
"6427",7598,"Hocking College","OH",1,351,1795,34100,31800,7700,18400,46600,61700,5540,4739,13609,0.085,2009
"6428",23112,"American School of Technology","OH",3,88,315,26900,25100,4200,12200,38300,52700,6333,672,NA,0.117,2009
"6429",22463,"Ross Medical Education Center-Cincinnati","OH",3,41,231,25800,26100,4400,13600,34000,48100,5882,325,NA,0.051,2009
"6430",13132,"International College of Broadcasting","OH",3,30,125,28000,25500,4900,14300,39700,49900,14000,165,17910,0.052,2009
"6431",9088,"ITT Technical Institute-Dayton","OH",3,146,829,36600,35700,7200,19100,50200,64200,10994.5,2000,25502,0.145,2009
"6432",3050,"John Carroll University","OH",2,77,1076,57600,51900,20800,37200,71400,92600,15630.5,1424,38934,0.009,2009
"6433",3051,"Kent State University at Ashtabula","OH",1,975,7405,38800,36100,9000,21600,51400,69000,9000,15711,12973,0.06,2009
